# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 24 01:32:12 2021
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
WASP-17 b,0.6600,0.0100,,,,,,,,,0.12290,0.00060,-0.00060,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.6650,0.0100,,,,,,,,,0.12290,0.00110,-0.00110,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.6700,0.0100,,,,,,,,,0.12300,0.00080,-0.00080,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.6750,0.0100,,,,,,,,,0.12230,0.00090,-0.00090,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.6800,0.0100,,,,,,,,,0.12240,0.00060,-0.00060,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.6850,0.0100,,,,,,,,,0.12240,0.00060,-0.00060,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.6900,0.0100,,,,,,,,,0.12240,0.00100,-0.00100,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.6950,0.0100,,,,,,,,,0.12260,0.00130,-0.00130,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7000,0.0100,,,,,,,,,0.12300,0.00110,-0.00110,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7050,0.0100,,,,,,,,,0.12170,0.00120,-0.00120,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7100,0.0100,,,,,,,,,0.12320,0.00140,-0.00140,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7150,0.0100,,,,,,,,,0.12380,0.00090,-0.00090,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7200,0.0100,,,,,,,,,0.12380,0.00110,-0.00110,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7250,0.0100,,,,,,,,,0.12320,0.00100,-0.00100,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7300,0.0100,,,,,,,,,0.12230,0.00100,-0.00100,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7350,0.0100,,,,,,,,,0.12250,0.00040,-0.00040,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7400,0.0100,,,,,,,,,0.12220,0.00060,-0.00060,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7450,0.0100,,,,,,,,,0.12330,0.00040,-0.00040,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7500,0.0100,,,,,,,,,0.12400,0.00150,-0.00150,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7700,0.0100,,,,,,,,,0.12440,0.00090,-0.00090,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7750,0.0100,,,,,,,,,0.12310,0.00060,-0.00060,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7800,0.0100,,,,,,,,,0.12250,0.00110,-0.00110,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7850,0.0100,,,,,,,,,0.12220,0.00170,-0.00170,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7900,0.0100,,,,,,,,,0.12270,0.00170,-0.00170,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-17 b,0.7950,0.0100,,,,,,,,,0.12450,0.00180,-0.00180,0,2457192.697980,0.000280,-0.000280,0,<a refstr=SEDAGHATI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...596A..47S/abstract target=ref>Sedaghati et al. 2016</a>,Very Large Telescope (Antu),FORS2
WASP-39 b,0.3300,0.0800,,,,,,,,,0.14429,0.00230,-0.00230,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.3800,0.0300,,,,,,,,,0.14408,0.00143,-0.00143,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4000,0.0200,,,,,,,,,0.14467,0.00089,-0.00089,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4200,0.0100,,,,,,,,,0.14500,0.00088,-0.00088,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4300,0.0100,,,,,,,,,0.14653,0.00087,-0.00087,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4500,0.0100,,,,,,,,,0.14491,0.00093,-0.00093,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4600,0.0100,,,,,,,,,0.14396,0.00085,-0.00085,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4700,0.0100,,,,,,,,,0.14376,0.00073,-0.00073,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4700,0.0100,,,,,,,,,0.14447,0.00086,-0.00086,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4800,0.0100,,,,,,,,,0.14461,0.00076,-0.00076,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.4900,0.0100,,,,,,,,,0.14381,0.00081,-0.00081,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5100,0.0100,,,,,,,,,0.14301,0.00081,-0.00081,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5200,0.0100,,,,,,,,,0.14361,0.00089,-0.00089,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5300,0.0100,,,,,,,,,0.14541,0.00077,-0.00077,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5400,0.0100,,,,,,,,,0.14330,0.00081,-0.00081,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5500,0.0100,,,,,,,,,0.14309,0.00122,-0.00122,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5600,0.0100,,,,,,,,,0.14437,0.00098,-0.00098,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5600,0.0100,,,,,,,,,0.14558,0.00083,-0.00083,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5600,0.0100,,,,,,,,,0.14381,0.00115,-0.00115,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5800,0.0200,,,,,,,,,0.14550,0.00126,-0.00126,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.5900,0.0000,,,,,,,,,0.14890,0.00282,-0.00282,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.6000,0.0100,,,,,,,,,0.14496,0.00109,-0.00109,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.6200,0.0200,,,,,,,,,0.14531,0.00111,-0.00111,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.6400,0.0100,,,,,,,,,0.14491,0.00091,-0.00091,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.6500,0.0100,,,,,,,,,0.14520,0.00121,-0.00121,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.6700,0.0200,,,,,,,,,0.14315,0.00091,-0.00091,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.6900,0.0300,,,,,,,,,0.14301,0.00092,-0.00092,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.7400,0.0600,,,,,,,,,0.14423,0.00057,-0.00057,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.7700,0.0100,,,,,,,,,0.14532,0.00283,-0.00283,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.7900,0.0400,,,,,,,,,0.14604,0.00109,-0.00109,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.8300,0.0400,,,,,,,,,0.14451,0.00200,-0.00200,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.8800,0.0500,,,,,,,,,0.14425,0.00122,-0.00122,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,0.9600,0.1200,,,,,,,,,0.14179,0.00161,-0.00161,0,,,,,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
WASP-39 b,3.6000,0.7666,,,,,,,,,0.14513,0.00148,-0.00148,0,2456401.397330,0.000220,-0.000360,0,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-39 b,4.5000,1.0463,,,,,,,,,0.14591,0.00096,-0.00096,0,2456575.774650,0.000240,-0.000210,0,<a refstr=FISCHER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...19F/abstract target=ref>Fischer et al. 2016</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
GJ 3470 b,0.9222,,,,,,,,,,0.07440,0.00200,-0.00200,0,,,,,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
GJ 3470 b,0.7706,,,,,,,,,,0.07850,0.00080,-0.00080,0,,,,,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
GJ 3470 b,0.6469,,,,,,,,,,0.07650,0.00170,-0.00150,0,,,,,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,Multiple Observatories,Multiple Instruments
GJ 3470 b,0.6290,,,,,,,,,,0.07870,0.00160,-0.00220,0,,,,,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
GJ 3470 b,0.4858,,,,,,,,,,0.08320,0.00270,-0.00270,0,,,,,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,Thai National Observatory's 2.4m Telescope,ULTRASPEC
HAT-P-32 b,0.3585,,,,,,,,,,0.15204,0.00118,-0.00123,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Isaac Newton Group's William Herschel Telescope,ULTRACAM
HAT-P-32 b,0.4407,,,,,,,,,,0.15338,0.00073,-0.00082,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
HAT-P-32 b,0.4858,,,,,,,,,,0.15304,0.00111,-0.00101,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
HAT-P-32 b,0.5537,,,,,,,,,,0.15223,0.00123,-0.00128,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
HAT-P-32 b,0.5800,,,,,,,,,,0.15142,0.00108,-0.00105,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Isaac Newton Group's William Herschel Telescope,ULTRACAM
HAT-P-32 b,0.6290,,,,,,,,,,0.15216,0.00080,-0.00078,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
HAT-P-32 b,0.6469,,,,,,,,,,0.15071,0.00053,-0.00057,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Multiple Observatories,Multiple Instruments
HAT-P-32 b,0.7886,,,,,,,,,,0.15141,0.00155,-0.00147,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
HAT-P-32 b,0.9222,,,,,,,,,,0.15149,0.00073,-0.00078,0,,,,,<a refstr=MALLONN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463..604M/abstract target=ref>Mallonn et al. 2016</a>,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,KeplerCam
WASP-101 b,1.1425,0.0350,1.173800,0.008200,-0.008200,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.1775,0.0350,1.181000,0.006700,-0.006700,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.2125,0.0350,1.171500,0.007000,-0.007000,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.2475,0.0350,1.187100,0.006500,-0.006500,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.2825,0.0350,1.185000,0.006300,-0.006300,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.3175,0.0350,1.180000,0.006800,-0.006800,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.3525,0.0350,1.178600,0.006300,-0.006300,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.3875,0.0350,1.180400,0.006300,-0.006300,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-101 b,1.4225,0.0350,1.199700,0.007200,-0.007200,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...835L..12W/abstract target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
